cds14,school_name,county,students_per_grade,charter
44697994430229,Pacific Coast Charter,Santa Cruz,46.0,1
44697994430245,Academic/Vocational Charter I,Santa Cruz,18.0,1
44697994430518,Aptos High,Santa Cruz,318.0,0
44697994437794,Renaissance High (Cont.),Santa Cruz,99.0,0
44697994437901,Watsonville High,Santa Cruz,554.0,0
44698070000001,District Students in NPS (Santa Cruz) [2],Santa Cruz,,0
44698070110007,Ocean Grove Charter,Santa Cruz,107.0,1
44698074430179,SLVUSD Charter,Santa Cruz,17.0,1
44698074430260,River View,Santa Cruz,13.0,
44698074436754,San Lorenzo Valley High,Santa Cruz,144.0,0
44698230000001,District Students in NPS (Santa Cruz) [3],Santa Cruz,,0
44698230124735,Sequoia Academy,Santa Cruz,2.0,
44698234430096,Ark Independent Studies,Santa Cruz,25.0,0
44698234430187,Delta Charter (Santa Cruz),Santa Cruz,49.0,1
44698234430195,Alternative Family Education,Santa Cruz,13.0,0
44698234432340,Harbor High,Santa Cruz,253.0,0
44698234436960,Costanoa Continuation High,Santa Cruz,65.0,0
44698234437000,School 44698234437000,,,
44698234437109,Santa Cruz High,Santa Cruz,273.0,0
44698234437406,Soquel High,Santa Cruz,268.0,0
44754320000001,District Students in NPS (Santa Cruz) [4],Santa Cruz,,0
44754320139410,California Connections Academy Monterey Bay,Santa Cruz,19.0,1
44754324430211,Scotts Valley High,Santa Cruz,153.0,0
45104540000001,County Students in NPS (Shasta),Shasta,,
45104540113860,Shasta Trades Academy,Shasta,,
45104540118976,Phoenix Program,Shasta,5.0,
45104540118984,Academy of Personalized Learni,Shasta,,
45104540118992,Magnolia Inde Learning Center,Shasta,22.0,
45104540119008,Shasta Independent Learning,Shasta,9.0,
45104540129957,Northern Summit Academy Shasta,Shasta,27.0,1
45104540132647,Shasta County Independent Study,Shasta,51.0,0
45104544530036,Alternative/Opportunity,Shasta,,
45104544530150,Shasta County Juvenile,Shasta,12.0,0
45104544530317,Oasis Community,Shasta,14.0,
45104546069389,Shasta County Special Educati,Shasta,3.0,0
45698560000001,District Students in NPS (Shasta) [1],Shasta,,0
45698560110429,Anderson Community Day Transi,Shasta,,
45698564530028,West Valley High (Shasta),Shasta,186.0,0
45698564530051,Oakview High (Alternative),Shasta,44.0,0
45698564530192,Anderson Com. Day,Shasta,,0
45698564530333,Anderson New Technology,Shasta,23.0,1
45698564530762,North Valley High,Shasta,18.0,0
45698564530804,Anderson High,Shasta,114.0,0
45699480139543,Shasta View Academy,Shasta,57.0,1
45699480141580,School 45699480141580,,28.0,1
45699710135848,Redding Collegiate Academy,Shasta,7.0,1
45699890000001,Fall River Joint Unified Programs,Shasta,,
45699894530010,Mountain View High (Continuat,Shasta,2.0,0
45699894530226,Soldier Mountain Continuation,Shasta,1.0,0
45699894530234,Fall River Community Day,Shasta,1.0,0
45699894530242,Burney Community Day,Shasta,2.0,0
45699894531000,Burney Junior-Senior High,Shasta,22.0,0
45699894533600,Fall River Junior-Senior High,Shasta,38.0,0
45701100135889,Stellar Charter (Shasta) [1],Shasta,19.0,1
45701104530291,Pathway.com,Shasta,4.0,
45701104530341,Stellar Secondary Charter Hig,Shasta,17.0,
45701106116925,Stellar Charter (Shasta) [2],Shasta,,
45701360000001,District Students in NPS (Shasta) [2],Shasta,,0
45701360106013,University Preparatory (Shasta),Shasta,136.0,1
45701360114132,Shasta Plus,Shasta,22.0,
45701360114231,Foothill Plus,Shasta,24.0,
45701360114249,Enterprise Plus,Shasta,26.0,
45701364530044,Foothill High (Shasta),Shasta,372.0,0
45701364530119,Pioneer Continuation,Shasta,96.0,
45701364530200,Pioneer Continuation High (Shasta) [1],Shasta,123.0,0
45701364530218,Freedom High (Shasta),Shasta,2.0,
45701364530267,Shasta Secondary Home,Shasta,85.0,1
45701364530283,Shasta Learining Center,Shasta,73.0,
45701364530309,North State Independence High,Shasta,48.0,0
45701364532750,Enterprise High (Shasta),Shasta,287.0,0
45701364536256,Pioneer Continuation High (Shasta) [2],Shasta,126.0,
45701364537304,Shasta High,Shasta,317.0,0
45701690129957,Northern Summit Academy,Shasta,26.0,
45701690134031,New Day Academy - Shasta,Shasta,28.0,
45701690136440,Phoenix Charter Academy,Shasta,45.0,
45701690137117,New Day Academy (Shasta),Shasta,38.0,
45752670000001,District Students in NPS (Shasta) [3],Shasta,,0
45752670120170,Academy of Personalized Learn,Shasta,40.0,
45752674530077,Mountain Lakes High,Shasta,33.0,0
45752674530101,Shasta Lake Alternative,Shasta,17.0,0
45752674530176,Gateway Community Day (Shasta),Shasta,,0
45752674530275,Lubeles Academy,Shasta,12.0,
45752674531901,Central Valley High (Shasta),Shasta,116.0,0
46104626077267,Special Education (Sierra),Sierra,2.0,
46701774630018,Sierra Crest,Sierra,4.0,
46701774630034,Sierra Pass (Continuation),Sierra,3.0,0
46701774630653,Pliocene Ridge Junior-Sen,Sierra,3.0,
46701774632303,Downieville Junior-Senior Hig,Sierra,5.0,0
46701774634259,Loyalton High,Sierra,31.0,0
47104700000001,County Students in NPS (Siskiyou),Siskiyou,,0
47104700117168,Golden Eagle Charter (Siskiyou) [1],Siskiyou,41.0,1
47104700137372,Northern United - Siskiyou Charter,Siskiyou,24.0,1
47104704730032,J. Everett Barr Court,Siskiyou,6.0,
47104706069405,Siskiyou County Special Educa,Siskiyou,11.0,0
47702504730164,Dunsmuir Joint Union High Com,Siskiyou,1.0,
47702504732707,Dunsmuir High,Siskiyou,17.0,0
47702764730107,"Scott River High, Cont.",Siskiyou,2.0,
47702764730115,Scott River Community Day,Siskiyou,,
47702764730206,Scott Valley,Siskiyou,1.0,
47702764733309,Etna Union High School,Siskiyou,45.0,
47704256115497,Options for Youth Charter,Siskiyou,33.0,
47704660106393,Golden Eagle Charter (Siskiyou) [2],Siskiyou,36.0,
47704664730057,"Jefferson High, Cont.",Siskiyou,12.0,
47704664730123,South County Comm. Day,Siskiyou,1.0,
47704664730131,Happy Camp Community Day,Siskiyou,1.0,
47704664734356,Happy Camp High,Siskiyou,11.0,0
47704664734901,McCloud High,Siskiyou,4.0,0
47704664735403,Mt. Shasta High,Siskiyou,60.0,0
47704664738753,Weed High,Siskiyou,33.0,0
47705164730024,"Discovery High, Cont.",Siskiyou,4.0,0
47705164730073,School 47705164730073,,,
47705164730156,Yreka Union High Comm Day,Siskiyou,2.0,0
47705164739207,Yreka High,Siskiyou,153.0,0
47736840000001,Butte Valley Unified Programs,Siskiyou,,
47736844730065,School 47736844730065,,,
47736844730081,Cascade High,Siskiyou,1.0,
47736844730149,Mahogany Comm Day High,Siskiyou,,
47736844731253,Butte Valley High,Siskiyou,18.0,0
47764554730107,Scott River High,Siskiyou,6.0,0
47764554730115,Scott River-Etna,Siskiyou,,
47764554730206,Scott Valley-Ft. Jones,Siskiyou,1.0,
47764554733309,Etna Union High,Siskiyou,45.0,0
48104880123331,Division of Unaccompanied Chi,Solano,1.0,
48104880139030,School 48104880139030,,37.0,1
48104884810488,Home/hospital and independent study (Solano) [1],Solano,,
48104884830071,Solano Juvenile Detention Fac,Solano,20.0,0
48104886069538,Solano County Special Educati,Solano,30.0,0
48104886089668,Solano County Community,Solano,19.0,0
48705240000001,District Students in NPS (Solano) [1],Solano,,0
48705240118968,Community Day (Solano),Solano,5.0,0
48705244830048,"Liberty High, Cont. (Solano)",Solano,36.0,0
48705244830188,Home Independent,Solano,11.0,
48705244831004,Benicia High,Solano,334.0,0
48705320000001,District Students in NPS (Solano) [2],Solano,,0
48705320102012,Dixon Community Day,Solano,1.0,
48705324830055,Maine Prairie High (Continuat,Solano,50.0,0
48705324832259,Dixon High,Solano,248.0,0
48705400000001,District Students in NPS (Solano) [3],Solano,,0
48705400112904,Mary Bird Secondary Community,Solano,2.0,
48705400122093,H. Glenn Richardson,Solano,6.0,0
48705400123356,Matt Garcia Learning Center,Solano,7.0,0
48705400124545,Dover Bridge to Success (Solano) [1],Solano,,
48705400125310,Public Safety Academy (Solano),Solano,54.0,0
48705400128942,Dover Bridge to Success (Solano) [2],Solano,,
48705404830030,Bird (Mary),Solano,16.0,
48705404830170,Rodriguez (Angelo) High,Solano,528.0,0
48705404830402,School 48705404830402,,,
48705404830451,Armijo High,Solano,461.0,0
48705404833000,Fairfield High,Solano,401.0,0
48705404836003,Sem Yeto Continuation High,Solano,207.0,0
48705650000001,District Students in NPS (Solano) [4],Solano,,0
48705654830022,Travis Education Center,Solano,40.0,0
48705654830154,Travis Community Day,Solano,3.0,
48705654830162,Travis Independent Study,Solano,4.0,
48705654838801,Vanden High,Solano,408.0,0
48705730000001,District Students in NPS (Solano) [5],Solano,,0
48705730109744,Vacaville Community Day Prep,Solano,1.0,
48705730135095,Ernest Kimme Charter Academy for Independent Learning,Solano,56.0,1
48705734830014,School 48705734830014,,,
48705734830089,Wood (Will C.) High,Solano,418.0,0
48705734830113,Elise P. Buckingham Charter M,Solano,118.0,1
48705734833869,Country High,Solano,45.0,
48705734837803,Vacaville High,Solano,511.0,0
48705810000001,District Students in NPS (Solano) [6],Solano,,0
48705810101980,Vallejo Education Academy,Solano,8.0,
48705810108233,Hope,Solano,35.0,
48705810139816,Griffin Academy High School,Solano,34.0,1
48705814830147,Bethel (Jesse M.) High,Solano,354.0,0
48705814830196,MIT Academy,Solano,118.0,1
48705814833950,Hogan High,Solano,280.0,
48705814838058,"Peoples High, Cont.",Solano,97.0,0
48705814838504,Vallejo High,Solano,286.0,0
48705814870581,Home/hospital and independent study (Solano) [2],Solano,,
48705816069900,Everest,Solano,1.0,0
48705816116255,Mare Island Technology Academ,Solano,,1
49104960000001,County Students in NPS (Sonoma),Sonoma,14.0,0
49104964930079,Sonoma  Court,Sonoma,49.0,0
49104964930343,Alternative Education,Sonoma,58.0,0
49104966069413,Sonoma County Special Educati,Sonoma,36.0,0
49402464930012,Casa Grande High (Sonoma) [1],Sonoma,461.0,
49402464935151,Petaluma High (Sonoma) [1],Sonoma,350.0,
49402534930160,Allen (Elsie) High (Sonoma) [1],Sonoma,312.0,
49402534930244,Carrillo (Maria) High (Sonoma) [1],Sonoma,368.0,
49402534934154,Montgomery High (Sonoma) [1],Sonoma,411.0,
49402534935292,Piner High (Sonoma) [1],Sonoma,293.0,
49402534936803,Santa Rosa High (Sonoma) [1],Sonoma,485.0,
49706070000001,District Students in NPS (Sonoma) [1],Sonoma,,0
49706070116293,WSCUHSD Community Day,Sonoma,4.0,
49706074930178,Gerboth High (Cont.),Sonoma,1.0,
49706074930186,Nuevo Leon High,Sonoma,2.0,
49706074930285,West Sonoma Charter,Sonoma,37.0,
49706074930327,Laguna High,Sonoma,44.0,0
49706074930368,Russian River Charter,Sonoma,33.0,
49706074930400,Analy High,Sonoma,368.0,0
49706074931507,El Molino High,Sonoma,140.0,
49706150127662,Stony Point Academy,Sonoma,16.0,
49706560000001,District Students in NPS (Sonoma) [2],Sonoma,,0
49706560110353,Eagle Creek Community Day,Sonoma,1.0,
49706560128983,School 49706560128983,,,
49706564930848,"Johanna Hansen High, Cont.",Sonoma,17.0,0
49706564930855,Cloverdale High,Sonoma,91.0,0
49707060000001,Geyserville Unified Programs,Sonoma,,0
49707060129981,Geyserville New Tech Academy,Sonoma,9.0,0
49707064930053,Buena Vista High (Sonoma),Sonoma,7.0,0
49707064932109,Geyserville Ed Park High,Sonoma,14.0,
49707220136465,California STEAM Sonoma II,Sonoma,59.0,
49707220139048,California Pacific Charter - Sonoma,Sonoma,24.0,1
49707306120588,Pathways Charter,Sonoma,55.0,1
49707970107284,CAVA@Sonoma,Sonoma,88.0,1
49707970134296,California STEAM Sonoma,Sonoma,21.0,
49708390120584,Pivot Online Charter - North,Sonoma,10.0,
49708390138065,Pivot Charter School - North Bay,Sonoma,93.0,1
49708540132357,School 49708540132357,,19.0,0
49708620000001,District Students in NPS (Sonoma) [3],Sonoma,,0
49708620128157,Gateway to College Academy,Sonoma,57.0,
49708624930012,Casa Grande High (Sonoma) [2],Sonoma,413.0,0
49708624930103,"Carpe Diem High, Cont.",Sonoma,12.0,0
49708624930111,"Sonoma Mountain High, Cont.",Sonoma,8.0,0
49708624930236,"Valley Oaks High, Alt.",Sonoma,18.0,0
49708624935151,Petaluma High (Sonoma) [2],Sonoma,298.0,0
49708624935862,San Antonio High (Continuatio,Sonoma,29.0,0
49708626117337,Crossroads,Sonoma,,
49708700106344,Northwest Prep,Sonoma,15.0,1
49708704970870,School 49708704970870,,,
49709040101923,Roseland Charter,Sonoma,194.0,1
49709200000001,District Students in NPS (Sonoma) [4],Sonoma,24.0,0
49709200108811,Abraxis Charter,Sonoma,14.0,
49709200110288,Lewis Opportunity,Sonoma,6.0,
49709200113126,Arts and Ethics Academy,Sonoma,,
49709204930137,Nueva Vista High,Sonoma,12.0,
49709204930145,"Mesa High, Cont.",Sonoma,17.0,
49709204930160,Allen (Elsie) High (Sonoma) [2],Sonoma,257.0,0
49709204930202,"Grace High, Cont.",Sonoma,16.0,
49709204930210,"Midrose High, Cont.",Sonoma,20.0,
49709204930244,Carrillo (Maria) High (Sonoma) [2],Sonoma,396.0,0
49709204930335,Nexus Learning Community,Sonoma,,
49709204934154,Montgomery High (Sonoma) [2],Sonoma,313.0,0
49709204935292,Piner High (Sonoma) [2],Sonoma,358.0,0
49709204935607,"Ridgway High, Cont.",Sonoma,227.0,0
49709204936803,Santa Rosa High (Sonoma) [2],Sonoma,388.0,0
49709204970920,Home/hospital and independent study (Sonoma) [1],Sonoma,,
49709207104599,Sonoma Academy,Sonoma,,
49709530000001,District Students in NPS (Sonoma) [5],Sonoma,,0
49709534930152,"Creekside High, Cont.",Sonoma,15.0,0
49709534930293,Gateway,Sonoma,,
49709534937256,Sonoma Valley High,Sonoma,268.0,0
49709614930319,Orchard View,Sonoma,25.0,1
49738820000001,District Students in NPS (Sonoma) [6],Sonoma,,0
49738820123786,Credo High,Sonoma,110.0,1
49738820127092,Acad of Arts & Sciences Sonoma,Sonoma,18.0,
49738824930046,El Camino High (Sonoma),Sonoma,48.0,0
49738824930194,"Phoenix High, Cont. (Sonoma)",Sonoma,20.0,
49738824930384,Technology High,Sonoma,86.0,0
49738824935482,Rancho Cotate High,Sonoma,439.0,0
49738826118400,Community Day (Sonoma),Sonoma,,
49753580000001,District Students in NPS (Sonoma) [7],Sonoma,,0
49753580117986,Insight School of California,Sonoma,30.0,
49753580138263,North Bay Met Academy,Sonoma,22.0,0
49753580142406,School 49753580142406,,21.0,0
49753584930228,Windsor High,Sonoma,425.0,0
49753584930269,Windsor Oaks Academy,Sonoma,44.0,0
49753584975358,Home/hospital and independent study (Sonoma) [2],Sonoma,,
49753900000001,District Students in NPS (Sonoma) [8],Sonoma,,0
49753904930251,Marce Becerra Academy,Sonoma,17.0,0
49753904932554,Healdsburg High,Sonoma,126.0,0
50105040000001,Stanislaus Co. Off. Educ. Programs,Stanislaus,,
50105040101501,Archway Academy,Stanislaus,70.0,
50105040101709,Vocational Education Academy,Stanislaus,,
50105040129023,Stanislaus Alternative Charter,Stanislaus,454.0,1
50105040131235,School 50105040131235,,34.0,
50105045030069,Stanislaus Community,Stanislaus,20.0,0
50105045030085,John B. Allard,Stanislaus,41.0,0
50105045030226,Petersen Alternative Center f,Stanislaus,69.0,0
50105045030234,Valley Charter High,Stanislaus,32.0,
50105045030309,Stanislaus Teen,Stanislaus,2.0,
50105045030325,Community Middle College,Stanislaus,14.0,
50105046069546,Special Education (Stanislaus),Stanislaus,40.0,0
50710430000001,District Students in NPS (Stanislaus) [1],Stanislaus,,0
50710430107136,Whitmore Charter High,Stanislaus,29.0,1
50710430108076,Central Valley High (Stanislaus),Stanislaus,579.0,0
50710435030168,Endeavor Alternative,Stanislaus,52.0,0
50710435030200,"Argus High, Cont.",Stanislaus,116.0,0
50710435030879,Ceres High,Stanislaus,415.0,0
50710436120828,Whitmore Charter School of Pe,Stanislaus,,
50710680000001,District Students in NPS (Stanislaus) [2],Stanislaus,,0
50710680108456,Oasis Community Day,Stanislaus,1.0,
50710685030267,Denair Charter Academy,Stanislaus,75.0,1
50710685031521,Denair High,Stanislaus,74.0,0
50710926112965,Hart-Ransom Academic Charter,Stanislaus,22.0,1
50711345030275,Gold Rush,Stanislaus,40.0,
50711346113286,Keyes to Learning Charter,Stanislaus,21.0,1
50711670138057,Connecting Waters Charter School - Central Valley,Stanislaus,18.0,1
50711750000001,District Students in NPS (Stanislaus) [3],Stanislaus,12.0,0
50711750110593,James C. Enochs High,Stanislaus,576.0,0
50711750120212,Aspire Vanguard College Preparatory Academy,Stanislaus,66.0,1
50711750121129,Gregori High,Stanislaus,586.0,0
50711750122549,Modesto Virtual Academy,Stanislaus,23.0,
50711755030010,Beyer (Fred C.) High,Stanislaus,402.0,0
50711755030135,Johansen (Peter) High,Stanislaus,507.0,0
50711755031380,Davis (Grace M.) High,Stanislaus,521.0,0
50711755031802,Thomas Downey High,Stanislaus,548.0,0
50711755034905,Modesto High,Stanislaus,573.0,0
50711755034913,Robert Elliott Alternative Ed,Stanislaus,327.0,0
50712170000001,District Students in NPS (Stanislaus) [4],Stanislaus,,0
50712170133124,Open Valley Independent Study,Stanislaus,23.0,0
50712175030127,"Del Puerto High, Cont.",Stanislaus,96.0,0
50712175036256,Patterson High,Stanislaus,458.0,0
50713160000001,Turlock Joint Union High Programs,Stanislaus,,
50713165030218,Freedom Alternative High,Stanislaus,78.0,
50713165030283,John H. Pitman High,Stanislaus,,
50713165036868,School 50713165036868,,,
50713165036884,Roselawn High (Cont.),Stanislaus,112.0,
50713165037700,Turlock High (Stanislaus) [1],Stanislaus,821.0,
50736015030036,"West Side Valley High, Ct.",Stanislaus,12.0,0
50736015030184,Newman-Crows Landing Inde,Stanislaus,7.0,0
50736015030333,Foothill Community Day,Stanislaus,11.0,0
50736015035902,Orestimba High,Stanislaus,231.0,0
50755490000001,District Students in NPS (Stanislaus) [5],Stanislaus,,0
50755490116848,Valley Community Day,Stanislaus,,0
50755495032651,Hughson High,Stanislaus,215.0,0
50755495032669,B J Dickens High (Cont),Stanislaus,16.0,0
50755560000001,District Students in NPS (Stanislaus) [6],Stanislaus,,0
50755560112573,Adelante High (Stanislaus),Stanislaus,42.0,0
50755560115477,RISE (Riverbank Independent),Stanislaus,10.0,
50755565036850,Riverbank High,Stanislaus,186.0,0
